Sample #	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71
Date	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21	07/15/21
Start Time	09:37:06	09:39:24	09:41:39	09:43:54	09:46:09	09:48:24	09:50:39	09:52:54	09:55:09	09:57:24	09:59:39	10:01:54	10:04:09	10:06:24	10:08:39	10:10:54	10:13:09	10:15:24	10:17:39	10:19:54	10:22:09	10:24:24	10:26:39	10:28:54	10:31:09	10:33:24	10:35:39	10:37:54	10:40:09	10:42:24	10:44:39	10:46:54	10:49:09	10:51:24	10:53:39	10:55:54	10:58:09	11:00:24	11:02:39	11:04:54	11:07:09	11:09:24	11:11:39	11:13:54	11:16:09	11:18:24	11:20:39	11:22:54	11:25:09	11:27:24	11:29:39	11:31:54	11:34:09	11:36:25	11:38:40	11:40:55	11:43:10	11:45:25	11:47:40	11:49:55	11:52:10	11:54:25	11:56:40	11:58:55	12:01:10	12:03:25	12:05:40	12:07:55	12:10:10	12:12:25	12:14:40
Diameter Midpoint
Status Flag	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan
td(s)	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5
tf(s)	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962	7.29962
D50(nm)	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69
Median(nm)	26.4514	26.7454	26.9703	27.8115	28.6299	31.2582	32.3228	30.1609	31.5211	28.195	35.6449	29.0122	28.5187	29.324	30.1945	29.6169	29.6355	29.8532	29.2916	29.6574	27.5307	28.5736	28.7047	33.1955	30.9991	30.0161	29.9911	29.2371	29.3725	29.5401	28.5048	29.1773	28.4158	27.9912	28.2066	28.2249	28.4479	28.3982	27.3562	27.874	27.8185	27.7993	27.4263	27.7321	27.7562	27.2772	28.0154	26.997	28.1029	27.7168	41.9154	30.0511	29.1588	30.1115	29.4451	28.0631	29.0145	29.2142	28.2406	28.3867	29.2384	28.4891	27.3116	27.9722	27.7365	27.7452	26.992	27.6805	27.4631	26.7466	26.8887
Mean(nm)	45.2439	42.1179	44.2615	47.6609	52.8901	48.4908	47.5243	43.3457	49.4515	46.5674	52.7689	48.5428	46.5416	46.8458	50.7348	50.515	50.0809	50.2844	49.3582	49.5082	46.6924	47.4397	47.544	60.2375	53.8098	53.192	52.5812	50.9183	53.1178	51.2966	49.3757	51.3144	48.2583	48.732	48.5018	48.0398	47.0574	48.371	44.2646	46.8055	45.5667	44.5108	45.8312	45.7279	43.8367	44.2647	43.8697	44.4197	44.8398	42.3611	81.4781	69.457	59.1269	66.4732	63.1344	57.662	60.124	58.2831	53.3861	57.4523	57.136	53.4406	50.5825	52.1769	49.4349	50.9929	48.6172	46.4221	49.2082	44.0438	43.8845
Geo. Mean(nm)	32.1496	31.2762	32.1639	33.7295	36.1816	36.4825	36.4416	34.9099	36.8051	33.9995	40.7711	35.5859	34.5649	35.4109	37.4339	37.2174	37.0223	37.2982	36.641	36.5509	34.2337	34.8277	35.0421	43.7933	39.8121	38.4711	38.0958	37.0896	38.0144	37.5933	35.951	36.4961	35.0963	35.132	35.0138	34.7457	34.6556	35.2146	33.178	33.8369	33.4045	33.0142	33.4336	33.3234	32.9077	32.5328	32.7357	32.2652	33.159	31.9907	55.7918	44.1738	39.2786	42.5757	41.3641	37.8068	39.5117	39.0238	36.5296	37.7753	38.3295	36.4073	34.6894	35.3439	34.32	35.3535	33.827	33.1542	34.3534	31.955	32.13
Mode(nm)	24.1442	25.9455	25.0287	27.8813	28.9026	44.5079	46.1384	28.9026	46.1384	25.9455	63.7804	25.0287	23.291	23.291	22.4679	25.9455	25.0287	25.9455	24.1442	24.1442	22.4679	27.8813	26.896	98.2172	26.896	24.1442	25.9455	27.8813	25.0287	25.0287	21.6739	20.908	24.1442	22.4679	21.6739	25.0287	26.896	23.291	23.291	22.4679	25.9455	25.9455	24.1442	25.0287	24.1442	25.0287	27.8813	25.0287	23.291	28.9026	151.247	28.9026	29.9614	21.6739	20.908	21.6739	26.896	22.4679	20.908	22.4679	25.9455	25.9455	22.4679	24.1442	28.9026	26.896	20.908	24.1442	25.0287	25.9455	24.1442
Geo. Std. Dev.	1.9987	1.90615	1.96125	2.03434	2.13538	1.94503	1.91685	1.74524	1.97599	1.97264	1.97083	1.9922	1.95797	1.95225	2.01439	2.02973	2.01814	2.01389	2.00167	2.00851	1.99358	1.98525	1.98663	2.14616	2.07181	2.09507	2.08112	2.0633	2.10311	2.05671	2.04101	2.07164	2.01315	2.03329	2.03346	2.01685	1.98715	2.00982	1.92121	2.01074	1.96102	1.92547	1.96821	1.96771	1.90218	1.93034	1.89269	1.94527	1.93066	1.88313	2.40847	2.43043	2.29328	2.40059	2.33116	2.27397	2.30857	2.25542	2.16514	2.24976	2.20306	2.15825	2.1198	2.13248	2.0817	2.10494	2.05841	2.00189	2.06428	1.93585	1.93187
Total Concentration(#/cm³)	6256.22	32324.4	30707.6	4838.27	4197.45	5511.56	5436.99	28236.6	8233.06	27623.4	9098.41	18322.9	20235.9	14996.9	14047.4	14974.7	15188.5	16190	16986.4	17269.7	17127	17758.4	17512.8	7698.1	8805.21	8822.8	8679.42	9090.87	9389.6	9365.91	8571	9066.72	9879.51	9520.33	9958.68	9706.83	9680.19	10345.1	10806.6	9900.23	10057.1	10299.1	10539.1	10707.1	10075.8	10960.6	10831.2	11200.2	11806.2	11773.5	1122.93	2963.58	3369.02	3092.51	3294.47	3602.85	3416.35	3615	3945.75	4220.01	4278.27	4392.2	4537.54	5053.17	5380.12	5445.76	6049.54	6157.25	6817.86	7726.7	7124.72
Comment																																																																							
