Start Time	14:16:57	14:19:16	14:21:31	14:23:46	14:26:01	14:28:16	14:30:31	14:32:46	14:35:01	14:37:16	14:39:31	14:41:46	14:44:01	14:46:16	14:48:31	14:50:46	14:53:01	14:55:16	14:57:31	14:59:46	15:02:01	15:04:16	15:06:31	15:08:46	15:11:01	15:13:16	15:15:31	15:17:46	15:20:01	15:22:16	15:24:31	15:26:46	15:29:01	15:31:16	15:33:31	15:35:46	15:38:01	15:40:16	15:42:31	15:44:46	15:47:01	15:49:16	15:51:31	15:53:46	15:56:01	15:58:16	16:00:31	16:02:46	16:05:01	16:07:16	16:09:31	16:11:46	16:14:01	16:16:16
Diameter Midpoint
Sheath Flow(lpm)	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998	7.99998
Aerosol Flow(lpm)	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
CPC Inlet Flow(lpm)	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
CPC Sample Flow(lpm)	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
Low Voltage	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272	10.0272
High Voltage	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41	9530.41
Lower Size(nm)	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842	8.05842
Upper Size(nm)	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821	339.821
Density(g/cc)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Title																																																						
Status Flag	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan
td(s)	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3	4.3
tf(s)	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021	2.99021
D50(nm)	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69	1415.69
Median(nm)	33.4426	34.1227	32.0083	33.6587	31.6619	32.8249	32.0567	32.6348	33.9271	34.0787	34.135	35.035	34.1597	34.1627	34.7352	34.7704	34.7522	34.5963	35.6783	35.4909	34.5746	34.8547	34.8124	35.1872	34.8829	34.8167	34.2888	35.2735	34.775	34.625	34.9976	34.5567	34.6968	34.9953	35.1974	34.4535	35.1111	34.3709	34.4049	34.4666	34.6328	35.1029	34.8397	34.2027	35.9468	35.4703	34.9771	36.1661	35.3337	36.0875	35.8792	35.0629	35.5049	36.1489
Mean(nm)	39.529	40.1969	38.1648	39.3735	37.1418	38.4672	38.0383	39.4499	39.8769	39.9219	40.1012	40.8878	40.0178	40.2041	40.9078	40.8099	41.2851	41.0661	41.8142	41.6873	40.6341	40.9045	40.8811	41.1737	41.0772	40.9112	40.328	41.4065	41.2145	41.1724	41.4192	40.939	41.0789	41.428	41.4221	40.6708	41.4417	40.6944	41.0921	41.0779	41.0235	41.428	41.0571	40.8643	42.3201	41.6833	41.3028	42.424	41.621	42.3485	42.1658	41.2901	41.8519	42.2632
Geo. Mean(nm)	32.317	33.0639	31.417	32.4414	30.9855	31.7942	31.6029	32.2405	33.1608	33.0791	33.1018	34.0758	33.0726	33.116	33.8494	33.7491	34.0855	33.7484	34.6528	34.3272	33.7671	33.8468	33.9029	34.192	33.9352	33.9223	33.5383	34.1417	34.0202	33.8843	34.1287	33.734	33.7756	34.2305	34.0894	33.4391	34.2629	33.5908	33.6919	33.774	33.7019	34.1799	33.6551	33.6853	35.1189	34.5903	34.0885	34.7203	34.4112	34.8529	35.0295	34.1218	34.2569	35.0424
Mode(nm)	35.8664	38.5423	32.1968	38.5423	37.1803	39.9542	32.1968	32.1968	39.9542	37.1803	37.1803	39.9542	38.5423	37.1803	41.4178	37.1803	34.5989	34.5989	39.9542	38.5423	34.5989	38.5423	37.1803	41.4178	39.9542	38.5423	34.5989	42.9351	35.8664	37.1803	38.5423	37.1803	35.8664	39.9542	39.9542	39.9542	34.5989	34.5989	35.8664	38.5423	37.1803	39.9542	39.9542	34.5989	46.1384	39.9542	38.5423	39.9542	37.1803	38.5423	34.5989	37.1803	41.4178	37.1803
Geo. Std. Dev.	1.90518	1.8834	1.87164	1.87688	1.83362	1.87049	1.84761	1.8926	1.84389	1.85952	1.87378	1.84005	1.86984	1.87653	1.86179	1.86462	1.86681	1.88435	1.85995	1.8816	1.84878	1.8647	1.85332	1.85347	1.86929	1.85421	1.84344	1.8771	1.86669	1.87798	1.8741	1.87381	1.88175	1.86578	1.88299	1.88178	1.86463	1.86973	1.89149	1.87851	1.88581	1.87014	1.89366	1.86852	1.85149	1.85213	1.87047	1.905	1.8649	1.88817	1.85059	1.8661	1.90343	1.86078
Total Concentration(#/cm³)	1.85526e+006	1.94058e+006	1.84583e+006	1.93863e+006	1.97693e+006	1.79214e+006	1.89995e+006	1.86216e+006	2.71041e+006	2.83752e+006	2.86047e+006	2.90982e+006	2.90891e+006	2.70542e+006	2.84329e+006	2.78623e+006	3.0783e+006	3.20514e+006	3.13522e+006	3.11802e+006	3.16256e+006	2.9728e+006	2.98562e+006	3.09548e+006	2.95895e+006	3.06343e+006	2.9965e+006	3.16338e+006	3.11338e+006	2.87686e+006	2.96637e+006	3.17134e+006	2.92303e+006	3.09027e+006	3.07746e+006	2.84064e+006	3.04013e+006	2.93174e+006	2.88012e+006	3.06686e+006	2.86275e+006	2.90604e+006	3.04373e+006	2.80582e+006	2.79621e+006	3.08145e+006	2.75725e+006	2.82513e+006	3.05544e+006	2.70482e+006	2.98796e+006	2.97371e+006	2.7031e+006	3.08948e+006
Comment																																																						
